source,author,title,description,url,urlToImage,publishedAt,content,category
"{'id': 'wired', 'name': 'Wired'}",Chris Hamill-Stewart,"This World Cup, Bigger Might Not Really Be Better","The biggest World Cup ever is pushing fans, players, and host cities to their limits—and experts say this is only the beginning.",https://www.wired.com/story/biggest-world-cup-travel-flights-hotels-costs/,"https://media.wired.com/photos/6a3152d700a8d83a0988a047/191:100/w_1280,c_limit/FIFABig_statc.jpg",2026-06-19T10:00:00Z,"An average visitor is expected to spend around $5,400 in the USfar above the $720-$2,500 visitors to Qatar spent in 2022.
Transport at this years tournament is fundamentally different from that of t… [+2979 chars]",technology
"{'id': 'wired', 'name': 'Wired'}","Louise Matsakis, Maxwell Zeff",The Korean Telecom Giant at the Center of Anthropic’s Mythos Controversy,"Days before Anthropic took its most advanced AI models offline, the White House ordered the company to revoke SK Telecom’s access to Claude Mythos over claims of alleged ties to China.",https://www.wired.com/story/sk-telecom-anthropic-mythos-export-controls/,"https://media.wired.com/photos/6a22ce03ffc48019a74127a3/191:100/w_1280,c_limit/GettyImages-2272066793.jpg",2026-06-17T22:52:00Z,The Trump administrations move to impose export controls on Anthropics most powerful AI technology followed a spat over the company granting South Korean telecom giant SK Telecom access to its Claude… [+3694 chars],technology
"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,Xbox exploring ‘radically different’ console business models,The RAMageddon crisis has got Microsoft rethinking its Xbox console hardware business. Xbox CEO Asha Sharma and Xbox strategy chief Matthew Ball have both revealed this week that Microsoft is re-evaluating plans for its next-generation Project Helix console a…,https://www.theverge.com/news/947537/microsoft-xbox-console-hardware-price-changes-ramageddon,https://platform.theverge.com/wp-content/uploads/sites/2/chorus/uploads/chorus_asset/file/22012259/vpavic_4275_20201030_0033.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-06-10T11:04:22Z,"<ul><li></li><li></li><li></li></ul>
Microsoft is re-evaluating its plans for Project Helix and considering new ways to lower Xbox console costs.
Microsoft is re-evaluating its plans for Project He… [+6463 chars]",business
"{'id': 'wired', 'name': 'Wired'}",Christopher Null,What to Do in Houston If You're Here for Business (2026),"Discover the best hotels, restaurants, bars, coffee shops, and coworking space in our business traveler’s guide to Houston.",https://www.wired.com/story/the-wired-guide-to-houston-for-business-travelers/,"https://media.wired.com/photos/6a4049a8d5e2129e79332c13/191:100/w_1280,c_limit/The-WIRED-Guide-to-Houston-for-Business-Travelers.jpg",2026-06-28T12:21:00Z,"Houston, TX, USA - September 10, 2018: The Marriott Marquis is a Four Diamond hotel located in downtown Houston and features a Texas shaped pool, five restaurants and beautiful views from all angles.… [+4882 chars]",business
"{'id': None, 'name': 'Gizmodo.com'}",Mike Pearl,Someone Is Suing the U.S. For Making Them Go Without Anthropic’s Fable 5 Model,"Legion, a startup, says being denied access to Fable is damaging its business.",https://gizmodo.com/someone-is-suing-the-u-s-for-making-them-go-without-anthropics-fable-5-model-2000776440,https://gizmodo.com/app/uploads/2026/06/claude-in-a-browser-1200x675.jpg,2026-06-24T00:59:19Z,"Anthropic’s Claude Fable 5 AI model was released to the public on June 9 and taken down on June 12. By my math, it was available for a little over three days. Anthropic took down Fable 5 voluntarily … [+2648 chars]",business
"{'id': None, 'name': 'BBC News'}",,"Facing a seismic by-election, the people of Makerfield tell us what matters to them","In conversations with residents, business owners and campaigners in Makerfield, the BBC found a mixed mood.",https://www.bbc.com/news/articles/ckg4dywykjeo,https://ichef.bbci.co.uk/news/1024/branded_news/19e4/live/1b81b740-64ff-11f1-96e1-83394d865b23.jpg,2026-06-11T04:19:40Z,"In some ways, the constituency is divided between the better-off neighbourhoods of Ashton, Orrell, and Winstanley in the west, and the more deprived areas of Platt Bridge, Abram and Hindley in the ea… [+2 chars]",business
"{'id': None, 'name': 'Gizmodo.com'}",Bruce Gil,Andrew Yang Is Living the Presidential Life (Trying to Build a Mobile Phone Business),The former presidential candidate’s Noble Mobile just acquired Helium Mobile.,https://gizmodo.com/andrew-yang-is-living-the-presidential-life-trying-to-build-a-mobile-phone-business-2000766637,https://gizmodo.com/app/uploads/2022/08/ce88d8b491466600c32911350d797096.jpg,2026-06-02T21:20:50Z,"So, what has Andrew Yang been up to since his unsuccessful runs for U.S. president and mayor of New York City? Like our current president, he is now in the mobile phone business.
Yang launched a bud… [+2718 chars]",business
"{'id': None, 'name': 'BBC News'}",,Karren Brady stayed at West Ham despite knowing of Sullivan women's team ban,"Brady's lawyers said she had ""no knowledge"" of the allegations made against long-time business partner David Sullivan.",https://www.bbc.com/news/articles/cd0me8p579ko,https://ichef.bbci.co.uk/news/1024/branded_news/07e2/live/9d4ffb70-3d62-11f1-a7f7-c90fc0a93ea1.jpg,2026-06-12T21:59:12Z,"Baroness Brady, 57, who is best known for her role on BBC One's The Apprentice, has worked for Sullivan for the best part of four decades, including 16 years as vice-chair at West Ham.",business
"{'id': 'the-verge', 'name': 'The Verge'}",Jennifer Pattison Tuohy,Smart lock maker Level has been gutted and its founders are out,"Assa Abloy has laid off the majority of staff at Level Home, the smart lock company known for building smart tech into traditional-looking deadbolts, and is folding the business into Kwikset, according to a source familiar with the decision. The Verge obtaine…",https://www.theverge.com/tech/957802/level-lock-layoffs-assa-abloy-kwikset-smart-lock-cloud,https://platform.theverge.com/wp-content/uploads/sites/2/chorus/uploads/chorus_asset/file/20053906/dseifert_200625_4076_0004.0.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-06-26T17:00:39Z,"<ul><li></li><li></li><li></li></ul>
A source tells The Verge that Assa Abloy has laid off the majority of Level Homes staff and is folding it into Kwikset. Assa Abloy says it will continue to devel… [+4077 chars]",business
"{'id': 'the-verge', 'name': 'The Verge'}",Terrence O’Brien,Bose thinks it can be a media company for some reason,"The history books are littered with the corpses of corporate record labels started by companies that had no business being in the music industry. Bose thinks it can be the exception to the rule. It thinks it can be Red Bull. And, while Bose has more of a righ…",https://www.theverge.com/entertainment/953324/bose-studios-record-label-media-company,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/bosequietcomfortultraheadphonessecondgeneration.webp?quality=90&strip=all&crop=0%2C10.363880024077%2C100%2C79.272239951846&w=1200,2026-06-21T18:53:50Z,"<ul><li></li><li></li><li></li></ul>
Bose Studios is a record label, a movie studio, a podcast network, and a failure waiting to happen.
Bose Studios is a record label, a movie studio, a podcast ne… [+4123 chars]",business
"{'id': 'the-verge', 'name': 'The Verge'}",Nilay Patel,Let him cook: How Weber Blackstone CEO Roger Dahle went from upstart to the biggest name in grilling,It’s time for our annual Fourth of July grill episode here at Decoder. This is when we invite the CEOs of outdoor cooking companies onto the show to explain just how their businesses kind of look like every other business. And this is a very special edition. …,https://www.theverge.com/podcast/958790/weber-blackstone-ceo-roger-dahle-grilling-griddles-merger-outdoor-cooking,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/DCD-Roger-Dahle.png?quality=90&strip=all&crop=0%2C10.711631919237%2C100%2C78.576736161526&w=1200,2026-06-29T13:53:31Z,"<ul><li></li><li></li><li></li></ul>
After taking over Weber, Blackstone founder Roger Dahles new job is integrating his griddle empire with what used to be his biggest competitor.
If you buy somet… [+69198 chars]",business
"{'id': 'the-verge', 'name': 'The Verge'}",Stevie Bonifield,VSCO launches Studio Pro mobile photo editing app and plans $500 per year subscription,"VSCO is taking on Adobe with a new Studio Pro editing app rolling out today on iOS and coming to macOS later this year, as Bloomberg reports. At launch, the app offers tools for batch editing, style matching from a reference image, and sharing images through …",https://www.theverge.com/tech/951863/vsco-studio-pro-vsco-one-subscription,"https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/VSCO-Studio-Pro-Hero-Visual.png?quality=90&strip=all&crop=60.840002441406,83.860457035476,0,0",2026-06-17T20:43:28Z,"<ul><li></li><li></li><li></li></ul>
The VSCO One subscription bundle is aimed at handling a professional photographers entire business, from editing to delivery.
The VSCO One subscription bundle i… [+2278 chars]",business
"{'id': 'the-verge', 'name': 'The Verge'}",Janko Roettgers,Is Apple TV the new HBO?,"This is Lowpass by Janko Roettgers, a newsletter on the ever-evolving intersection of tech and entertainment, syndicated just for The Verge subscribers once a week. Severance. Pachinko. Silo. Ted Lasso. Over the past couple of years, a number of Apple TV show…",https://www.theverge.com/column/948295/apple-tv-new-hbo,https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/Severance_Photo_020912.jpg?quality=90&strip=all&crop=0%2C10.726247800535%2C100%2C78.54750439893&w=1200,2026-06-11T12:19:25Z,"<ul><li></li><li></li><li></li></ul>
Unlike competitors like Netflix, Apple TV emphasizes tentpole titles over large catalogs.
Unlike competitors like Netflix, Apple TV emphasizes tentpole titles o… [+6523 chars]",business
"{'id': None, 'name': 'Gizmodo.com'}",AJ Dellinger,"What Would Jesus Do? Invest in Palantir, Apparently","But SpaceX would not be considered ""biblically responsible investing.""",https://gizmodo.com/what-would-jesus-do-invest-in-palantir-apparently-2000775509,https://gizmodo.com/app/uploads/2024/12/GettyImages-1678319113.jpg,2026-06-22T22:10:33Z,"Investors should ask a lot of questions before deciding to bet any portion of their future on a company. For the folks at Inspire Investing, one of those questions is apparently, “What would Christ i… [+2910 chars]",business
"{'id': None, 'name': 'Xkcd.com'}",About,Sports Commentary,,https://xkcd.com/3262/,https://imgs.xkcd.com/comics/sports_commentary_2x.png,2026-06-22T04:00:00Z,"This work is licensed under a
Creative Commons Attribution-NonCommercial 2.5 License.
This means you're free to copy and share these comics (but not to sell them). More details.",sports
"{'id': 'the-verge', 'name': 'The Verge'}",Janko Roettgers,"No more lightbulbs, much more sports: Five predictions for Roku’s future","This is Lowpass by Janko Roettgers, a newsletter on the ever-evolving intersection of tech and entertainment, syndicated just for The Verge subscribers once a week. When Fox announced its acquisition of Roku earlier this week, executives of both companies wer…",https://www.theverge.com/column/951850/fox-roku-predictions,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/STK284_AParkin_2.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-06-17T20:10:26Z,"<ul><li></li><li></li><li></li></ul>
How getting acquired by Fox will change things for the streaming device maker, from its IoT business to its international expansion.
How getting acquired by Fox… [+7892 chars]",sports
"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,US Supreme Court upholds bans on transgender women in female school and college sports,It rules that states can ban transgender athletes from competing in women's and girls' sports.,https://www.bbc.co.uk/news/articles/cj40x888d9go,https://ichef.bbci.co.uk/ace/branded_news/1200/cpsprodpb/e1d1/live/a9929a90-70a8-11f1-88b6-991d05fc2cf9.jpg,2026-06-30T14:21:00Z,"The US Supreme Court has ruled that states can ban transgender women from competing in female school and college sports.
The court considered cases from students in two different states who had chal… [+1596 chars]",sports
"{'id': None, 'name': 'BBC News'}",,"Taller, faster, older: How top footballers' bodies have changed over 50 years","More intense match play and advances in medicine and sports science have transformed the physiology of elite players, experts say.",https://www.bbc.com/news/articles/cx23018r8lxo,https://ichef.bbci.co.uk/news/1024/branded_news/6919/live/70fa9220-6a7a-11f1-8e56-530bbb41ec43.jpg,2026-06-17T18:43:58Z,"Studies suggest that in the 1970s, players walked, jogged or ran an average of 8.7km per match - and this rose to a peak of 11.4km in the 1990s, but has since dropped. Players in the 2022 World Cup c… [+111 chars]",sports
"{'id': 'the-verge', 'name': 'The Verge'}",Stevie Bonifield,Google launches Wear OS 7 with Live Updates and a battery life boost,"Google's Wear OS 7 update is starting to roll out today for the Pixel Watch 2, 3, and 4 , adding a new Live Updates feature that tracks live events from your Android smart watch. Live Updates will now sync with Wear OS devices, so updates like sports scores o…",https://www.theverge.com/gadgets/950671/wear-os-7-pixel-watches-launch,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/google-wearos-7-launch-live-updates.png?quality=90&strip=all&crop=0%2C3.5645047073983%2C100%2C92.870990585203&w=1200,2026-06-16T17:28:32Z,"<ul><li></li><li></li><li></li></ul>
Pixel watches will also get Gemini Intelligence features later this year, like AI-generated widgets.
Pixel watches will also get Gemini Intelligence features la… [+3394 chars]",sports
"{'id': 'the-verge', 'name': 'The Verge'}",Stevie Bonifield,Firefox’s new home page widgets are helping me focus,"I launched Firefox this morning to find some new blocks on my home page. The widgets that are currently rolling out add sports scores, time zones, a focus timer, and a checklist, which are already some of my favorite new Firefox features in years. I usually h…",https://www.theverge.com/tech/952354/firefox-home-page-widgets,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/firefox-home-page-widgets-zoom.png?quality=90&strip=all&crop=12.356367924528%2C0%2C73.887264150943%2C79.546446971115&w=1200,2026-06-18T17:29:50Z,"<ul><li></li><li></li><li></li></ul>
The browsers new tabs can have a built-in checklist and customizable focus timer.
The browsers new tabs can have a built-in checklist and customizable focus tim… [+2282 chars]",sports
"{'id': 'the-verge', 'name': 'The Verge'}",Stevie Bonifield,Facebook’s new AI Mode search gets its info from public posts,"Your public Facebook posts could help inform AI-generated results in Meta's new AI Mode. When you search on Facebook, the ""AI Mode"" option will appear alongside the usual search modes like ""People"" and ""Marketplace."" It's one of several new AI features Meta i…",https://www.theverge.com/tech/950264/meta-ai-mode-search-facebook,https://platform.theverge.com/wp-content/uploads/sites/2/2026/06/videoframe_7395.jpg?quality=90&strip=all&crop=0%2C11.992407477375%2C100%2C76.015185045249&w=1200,2026-06-15T21:15:08Z,"<ul><li></li><li></li><li></li></ul>
Metas Muse Spark AI answers questions based on what its learned from the social network.
Metas Muse Spark AI answers questions based on what its learned from th… [+2403 chars]",sports
"{'id': 'business-insider', 'name': 'Business Insider'}",Jamie Heller,I'm not a sports fanatic. But the Knicks' championship was more than a sports story.,The New York Knicks won its first championship in 53 years on Saturday. This non-fanatic ruminates on the takeaways for all of us.,https://www.businessinsider.com/new-york-knicks-championship-takeaways-from-a-non-sports-fanatic-2026-6#article,https://i.insider.com/6a2ecf660b873a3c9460c8b4?width=1200&format=jpeg,2026-06-14T16:31:14Z,"A Knicks fan celebrates the team's first championship in 53 years in New York City.David Dee Delgado/Getty Images
<ul><li>The Knicks won their first championship in 53 years on Saturday.</li><li>The… [+1306 chars]",sports
"{'id': None, 'name': 'CNET'}",Gael Cooper,"Today's NYT Connections: Sports Edition Hints and Answers for June 21, #636","Here's today's Connections: Sports Edition answer and hints for groups. These clues will help you solve The New York Times' popular puzzle game, Connections: Sports Edition, every day.",https://www.cnet.com/tech/gaming/todays-nyt-connections-sports-edition-hints-and-answers-for-june-21-636/,https://www.cnet.com/a/img/resize/b6a176556f33d8a7a6d33d6575c828a27a02cb83/hub/2024/10/16/c34cfc41-01f2-4b1a-80a8-f6479c50c02e/connections-sports-edition-6859.jpg?auto=webp&fit=crop&height=675&width=1200,2026-06-20T20:01:03Z,"Looking for the most recent regular Connections answers? Click here for today's Connections hints, as well as our daily answers and hints for The New York Times Mini Crossword, Wordle and Strands puz… [+1959 chars]",sports
"{'id': None, 'name': 'CNET'}",Gael Cooper,"Today's NYT Connections: Sports Edition Hints and Answers for June 22, #637","Here's today's Connections: Sports Edition answer and hints for groups. These clues will help you solve The New York Times' popular puzzle game, Connections: Sports Edition, every day.",https://www.cnet.com/tech/gaming/todays-nyt-connections-sports-edition-hints-and-answers-for-june-22-637/,https://www.cnet.com/a/img/resize/b6a176556f33d8a7a6d33d6575c828a27a02cb83/hub/2024/10/16/c34cfc41-01f2-4b1a-80a8-f6479c50c02e/connections-sports-edition-6859.jpg?auto=webp&fit=crop&height=675&width=1200,2026-06-22T01:32:08Z,"Looking for the most recent regular Connections answers? Click here for today's Connections hints, as well as our daily answers and hints for The New York Times Mini Crossword, Wordle and Strands puz… [+1928 chars]",sports
"{'id': None, 'name': 'CNET'}",Gael Cooper,"Today's NYT Connections: Sports Edition Hints and Answers for June 27, #642","Here's today's Connections: Sports Edition answer and hints for groups. These clues will help you solve The New York Times' popular puzzle game, Connections: Sports Edition, every day.",https://www.cnet.com/tech/gaming/todays-nyt-connections-sports-edition-hints-and-answers-for-june-27-642/,https://www.cnet.com/a/img/resize/b6a176556f33d8a7a6d33d6575c828a27a02cb83/hub/2024/10/16/c34cfc41-01f2-4b1a-80a8-f6479c50c02e/connections-sports-edition-6859.jpg?auto=webp&fit=crop&height=675&width=1200,2026-06-26T21:00:58Z,"Looking for the most recent regular Connections answers? Click here for today's Connections hints, as well as our daily answers and hints for The New York Times Mini Crossword, Wordle and Strands puz… [+2044 chars]",sports
"{'id': None, 'name': 'CNET'}",Gael Cooper,"Today's NYT Connections: Sports Edition Hints and Answers for June 3, #618","Here's today's Connections: Sports Edition answer and hints for groups. These clues will help you solve The New York Times' popular puzzle game, Connections: Sports Edition, every day.",https://www.cnet.com/tech/gaming/todays-nyt-connections-sports-edition-hints-and-answers-for-june-3-618/,https://www.cnet.com/a/img/resize/b6a176556f33d8a7a6d33d6575c828a27a02cb83/hub/2024/10/16/c34cfc41-01f2-4b1a-80a8-f6479c50c02e/connections-sports-edition-6859.jpg?auto=webp&fit=crop&height=675&width=1200,2026-06-03T00:45:51Z,"Looking for the most recent regular Connections answers? Click here for today's Connections hints, as well as our daily answers and hints for The New York Times Mini Crossword, Wordle and Strands puz… [+2009 chars]",sports
"{'id': None, 'name': 'CNET'}",Gael Cooper,"Today's NYT Connections: Sports Edition Hints and Answers for June 24, #639","Here's today's Connections: Sports Edition answer and hints for groups. These clues will help you solve The New York Times' popular puzzle game, Connections: Sports Edition, every day.",https://www.cnet.com/tech/gaming/todays-nyt-connections-sports-edition-hints-and-answers-for-june-24-639/,https://www.cnet.com/a/img/resize/b6a176556f33d8a7a6d33d6575c828a27a02cb83/hub/2024/10/16/c34cfc41-01f2-4b1a-80a8-f6479c50c02e/connections-sports-edition-6859.jpg?auto=webp&fit=crop&height=675&width=1200,2026-06-23T21:12:00Z,"Looking for the most recent regular Connections answers? Click here for today's Connections hints, as well as our daily answers and hints for The New York Times Mini Crossword, Wordle and Strands puz… [+1850 chars]",sports
"{'id': None, 'name': 'CNET'}",Gael Cooper,"Today's NYT Connections: Sports Edition Hints and Answers for June 7, #622","Here's today's Connections: Sports Edition answer and hints for groups. These clues will help you solve The New York Times' popular puzzle game, Connections: Sports Edition, every day.",https://www.cnet.com/tech/gaming/todays-nyt-connections-sports-edition-hints-and-answers-for-june-7-622/,https://www.cnet.com/a/img/resize/b6a176556f33d8a7a6d33d6575c828a27a02cb83/hub/2024/10/16/c34cfc41-01f2-4b1a-80a8-f6479c50c02e/connections-sports-edition-6859.jpg?auto=webp&fit=crop&height=675&width=1200,2026-06-06T20:01:02Z,"Looking for the most recent regular Connections answers? Click here for today's Connections hints, as well as our daily answers and hints for The New York Times Mini Crossword, Wordle and Strands puz… [+1941 chars]",sports
"{'id': None, 'name': 'CNET'}",Gael Cooper,"Today's NYT Connections: Sports Edition Hints and Answers for June 4, #619","Here's today's Connections: Sports Edition answer and hints for groups. These clues will help you solve The New York Times' popular puzzle game, Connections: Sports Edition, every day.",https://www.cnet.com/tech/gaming/todays-nyt-connections-sports-edition-hints-and-answers-for-june-4-619/,https://www.cnet.com/a/img/resize/b6a176556f33d8a7a6d33d6575c828a27a02cb83/hub/2024/10/16/c34cfc41-01f2-4b1a-80a8-f6479c50c02e/connections-sports-edition-6859.jpg?auto=webp&fit=crop&height=675&width=1200,2026-06-03T20:27:00Z,"Looking for the most recent regular Connections answers? Click here for today's Connections hints, as well as our daily answers and hints for The New York Times Mini Crossword, Wordle and Strands puz… [+2014 chars]",sports
"{'id': None, 'name': 'CNET'}",Gael Cooper,"Today's NYT Connections: Sports Edition Hints and Answers for June 29, #644","Here's today's Connections: Sports Edition answer and hints for groups. These clues will help you solve The New York Times' popular puzzle game, Connections: Sports Edition, every day.",https://www.cnet.com/tech/gaming/todays-nyt-connections-sports-edition-hints-and-answers-for-june-29-644/,https://www.cnet.com/a/img/resize/b6a176556f33d8a7a6d33d6575c828a27a02cb83/hub/2024/10/16/c34cfc41-01f2-4b1a-80a8-f6479c50c02e/connections-sports-edition-6859.jpg?auto=webp&fit=crop&height=675&width=1200,2026-06-29T04:24:42Z,"Looking for the most recent regular Connections answers? Click here for today's Connections hints, as well as our daily answers and hints for The New York Times Mini Crossword, Wordle and Strands puz… [+1861 chars]",sports
"{'id': 'the-verge', 'name': 'The Verge'}",Victoria Song,The Fitbit Air takes a smarter approach to the AI health dumpster fire,"Google Health Coach seems to think I'm on the verge of physical collapse. My sleep is not where it needs to be, hence my unimpressive readiness score. My heart rate variability, a measure of how recovered I am, is below baseline. I'm spending too much time in…",https://www.theverge.com/tech/954768/google-fitbit-air-review-fitness-tracker-wearable-ai-health-coach,https://platform.theverge.com/wp-content/uploads/sites/2/2026/05/268538_Fitbit_Air_AKrales_0012.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2026-06-23T14:06:44Z,"<ul><li></li><li></li><li></li></ul>
Google Health remains a work in progress, but it could be so much worse.
If you buy something from a Verge link, Vox Media may earn a commission. See our ethics… [+14534 chars]",health
